Kanji,Hiragana,English,PronunciationURL
七つ,ななつ,seven,https://minio.012140.xyz/jlpt/n5-vocabulary/0376_ななつ.mp3
七日,なのか,"seven days,the seventh day",https://minio.012140.xyz/jlpt/n5-vocabulary/0377_なのか.mp3
名前,なまえ,name,https://minio.012140.xyz/jlpt/n5-vocabulary/0378_なまえ.mp3
習う,ならう,to learn,https://minio.012140.xyz/jlpt/n5-vocabulary/0379_ならう.mp3
並ぶ,ならぶ,"to line up,to stand in a line",https://minio.012140.xyz/jlpt/n5-vocabulary/0380_ならぶ.mp3
並べる,ならべる,"to line up,to set up",https://minio.012140.xyz/jlpt/n5-vocabulary/0381_ならべる.mp3
何,なん/なに,what,https://minio.012140.xyz/jlpt/n5-vocabulary/0382_なんなに.mp3
二,に,two,https://minio.012140.xyz/jlpt/n5-vocabulary/0383_に.mp3
賑やか,にぎやか,"bustling,busy",https://minio.012140.xyz/jlpt/n5-vocabulary/0384_にぎやか.mp3
肉,にく,meat,https://minio.012140.xyz/jlpt/n5-vocabulary/0385_にく.mp3
西,にし,west,https://minio.012140.xyz/jlpt/n5-vocabulary/0386_にし.mp3
日曜日,にちようび,Sunday,https://minio.012140.xyz/jlpt/n5-vocabulary/0387_にちようび.mp3
荷物,にもつ,luggage,https://minio.012140.xyz/jlpt/n5-vocabulary/0388_にもつ.mp3
庭,にわ,garden,https://minio.012140.xyz/jlpt/n5-vocabulary/0389_にわ.mp3
脱ぐ,ぬぐ,to take off clothes,https://minio.012140.xyz/jlpt/n5-vocabulary/0390_ぬぐ.mp3
温い,ぬるい,luke warm,https://minio.012140.xyz/jlpt/n5-vocabulary/0391_ぬるい.mp3
猫,ねこ,cat,https://minio.012140.xyz/jlpt/n5-vocabulary/0392_ねこ.mp3
寝る,ねる,"to go to bed,to sleep",https://minio.012140.xyz/jlpt/n5-vocabulary/0393_ねる.mp3
登る,のぼる,to climb,https://minio.012140.xyz/jlpt/n5-vocabulary/0394_のぼる.mp3
飲み物,のみもの,a drink,https://minio.012140.xyz/jlpt/n5-vocabulary/0395_のみもの.mp3
飲む,のむ,to drink,https://minio.012140.xyz/jlpt/n5-vocabulary/0396_のむ.mp3
乗る,のる,"to get on,to ride",https://minio.012140.xyz/jlpt/n5-vocabulary/0397_のる.mp3
歯,は,tooth,https://minio.012140.xyz/jlpt/n5-vocabulary/0398_は.mp3
,はい,yes,https://minio.012140.xyz/jlpt/n5-vocabulary/0399_はい.mp3
灰皿,はいざら,ashtray,https://minio.012140.xyz/jlpt/n5-vocabulary/0400_はいざら.mp3
入る,はいる,"to enter,to contain",https://minio.012140.xyz/jlpt/n5-vocabulary/0401_はいる.mp3
葉書,はがき,postcard,https://minio.012140.xyz/jlpt/n5-vocabulary/0402_はがき.mp3
箱,はこ,box,https://minio.012140.xyz/jlpt/n5-vocabulary/0403_はこ.mp3
橋,はし,bridge,https://minio.012140.xyz/jlpt/n5-vocabulary/0404_はし.mp3
,はし,chopsticks,https://minio.012140.xyz/jlpt/n5-vocabulary/0404_はし.mp3
始まる,はじまる,to begin,https://minio.012140.xyz/jlpt/n5-vocabulary/0406_はじまる.mp3
初め/始め,はじめ,beginning,https://minio.012140.xyz/jlpt/n5-vocabulary/0407_はじめ.mp3
初めて,はじめて,for the first time,https://minio.012140.xyz/jlpt/n5-vocabulary/0408_はじめて.mp3
走る,はしる,to run,https://minio.012140.xyz/jlpt/n5-vocabulary/0409_はしる.mp3
二十歳,はたち,"20 years old,20th year",https://minio.012140.xyz/jlpt/n5-vocabulary/0410_はたち.mp3
働く,はたらく,to work,https://minio.012140.xyz/jlpt/n5-vocabulary/0411_はたらく.mp3
八,はち,eight,https://minio.012140.xyz/jlpt/n5-vocabulary/0412_はち.mp3
二十日,はつか,"twenty days,twentieth",https://minio.012140.xyz/jlpt/n5-vocabulary/0413_はつか.mp3
花,はな,flower,https://minio.012140.xyz/jlpt/n5-vocabulary/0414_はな.mp3
鼻,はな,nose,https://minio.012140.xyz/jlpt/n5-vocabulary/0414_はな.mp3
話,はなし,"talk,story",https://minio.012140.xyz/jlpt/n5-vocabulary/0416_はなし.mp3
話す,はなす,to speak,https://minio.012140.xyz/jlpt/n5-vocabulary/0417_はなす.mp3
早い,はやい,early,https://minio.012140.xyz/jlpt/n5-vocabulary/0418_はやい.mp3
速い,はやい,quick,https://minio.012140.xyz/jlpt/n5-vocabulary/0418_はやい.mp3
春,はる,spring,https://minio.012140.xyz/jlpt/n5-vocabulary/0420_はる.mp3
貼る,はる,to stick,https://minio.012140.xyz/jlpt/n5-vocabulary/0420_はる.mp3
晴れ,はれ,clear weather,https://minio.012140.xyz/jlpt/n5-vocabulary/0422_はれ.mp3
晴れる,はれる,to be sunny,https://minio.012140.xyz/jlpt/n5-vocabulary/0423_はれる.mp3
半,はん,half,https://minio.012140.xyz/jlpt/n5-vocabulary/0424_はん.mp3
晩,ばん,evening,https://minio.012140.xyz/jlpt/n5-vocabulary/0425_ばん.mp3
番号,ばんごう,number,https://minio.012140.xyz/jlpt/n5-vocabulary/0426_ばんごう.mp3
晩御飯,ばんごはん,evening meal,https://minio.012140.xyz/jlpt/n5-vocabulary/0427_ばんごはん.mp3
半分,はんぶん,half minute,https://minio.012140.xyz/jlpt/n5-vocabulary/0428_はんぶん.mp3
東,ひがし,east,https://minio.012140.xyz/jlpt/n5-vocabulary/0429_ひがし.mp3
引く,ひく,to pull,https://minio.012140.xyz/jlpt/n5-vocabulary/0430_ひく.mp3
弾く,ひく,to pluck,https://minio.012140.xyz/jlpt/n5-vocabulary/0430_ひく.mp3
低い,ひくい,"short,low",https://minio.012140.xyz/jlpt/n5-vocabulary/0432_ひくい.mp3
飛行機,ひこうき,aeroplane,https://minio.012140.xyz/jlpt/n5-vocabulary/0433_ひこうき.mp3
左,ひだり,left hand side,https://minio.012140.xyz/jlpt/n5-vocabulary/0434_ひだり.mp3
人,ひと,person,https://minio.012140.xyz/jlpt/n5-vocabulary/0435_ひと.mp3
一つ,ひとつ,one,https://minio.012140.xyz/jlpt/n5-vocabulary/0436_ひとつ.mp3
一月,ひとつき,one month,https://minio.012140.xyz/jlpt/n5-vocabulary/0437_ひとつき.mp3
一人,ひとり,one person,https://minio.012140.xyz/jlpt/n5-vocabulary/0438_ひとり.mp3
暇,ひま,free time,https://minio.012140.xyz/jlpt/n5-vocabulary/0439_ひま.mp3
百,ひゃく,hundred,https://minio.012140.xyz/jlpt/n5-vocabulary/0440_ひゃく.mp3
病院,びょういん,hospital,https://minio.012140.xyz/jlpt/n5-vocabulary/0441_びょういん.mp3
病気,びょうき,illness,https://minio.012140.xyz/jlpt/n5-vocabulary/0442_びょうき.mp3
昼,ひる,"noon, daytime",https://minio.012140.xyz/jlpt/n5-vocabulary/0443_ひる.mp3
昼御飯,ひるごはん,midday meal,https://minio.012140.xyz/jlpt/n5-vocabulary/0444_ひるごはん.mp3
広い,ひろい,"spacious,wide",https://minio.012140.xyz/jlpt/n5-vocabulary/0445_ひろい.mp3
封筒,ふうとう,envelope,https://minio.012140.xyz/jlpt/n5-vocabulary/0446_ふうとう.mp3
吹く,ふく,to blow,https://minio.012140.xyz/jlpt/n5-vocabulary/0447_ふく.mp3
服,ふく,clothes,https://minio.012140.xyz/jlpt/n5-vocabulary/0447_ふく.mp3
二つ,ふたつ,two,https://minio.012140.xyz/jlpt/n5-vocabulary/0449_ふたつ.mp3
豚肉,ぶたにく,pork,https://minio.012140.xyz/jlpt/n5-vocabulary/0450_ぶたにく.mp3
二人,ふたり,two people,https://minio.012140.xyz/jlpt/n5-vocabulary/0451_ふたり.mp3
二日,ふつか,"two days, second day of the month",https://minio.012140.xyz/jlpt/n5-vocabulary/0452_ふつか.mp3
太い,ふとい,fat,https://minio.012140.xyz/jlpt/n5-vocabulary/0453_ふとい.mp3
冬,ふゆ,winter,https://minio.012140.xyz/jlpt/n5-vocabulary/0454_ふゆ.mp3
降る,ふる,"to fall, e.g. rain or snow",https://minio.012140.xyz/jlpt/n5-vocabulary/0455_ふる.mp3
古い,ふるい,old (not used for people),https://minio.012140.xyz/jlpt/n5-vocabulary/0456_ふるい.mp3
,ふろ,bath,https://minio.012140.xyz/jlpt/n5-vocabulary/0457_ふろ.mp3
文章,ぶんしょう,"sentence,text",https://minio.012140.xyz/jlpt/n5-vocabulary/0458_ぶんしょう.mp3
下手,へた,unskillful,https://minio.012140.xyz/jlpt/n5-vocabulary/0459_へた.mp3
部屋,へや,room,https://minio.012140.xyz/jlpt/n5-vocabulary/0460_へや.mp3
辺,へん,area,https://minio.012140.xyz/jlpt/n5-vocabulary/0461_へん.mp3
勉強,べんきょうする,to study,https://minio.012140.xyz/jlpt/n5-vocabulary/0462_べんきょうする.mp3
便利,べんり,"useful, convenient",https://minio.012140.xyz/jlpt/n5-vocabulary/0463_べんり.mp3
帽子,ぼうし,hat,https://minio.012140.xyz/jlpt/n5-vocabulary/0464_ぼうし.mp3
欲しい,ほしい,want,https://minio.012140.xyz/jlpt/n5-vocabulary/0465_ほしい.mp3
細い,ほそい,thin,https://minio.012140.xyz/jlpt/n5-vocabulary/0466_ほそい.mp3
本,ほん,book,https://minio.012140.xyz/jlpt/n5-vocabulary/0467_ほん.mp3
本棚,ほんだな,bookshelves,https://minio.012140.xyz/jlpt/n5-vocabulary/0468_ほんだな.mp3
,ほんとう,truth,https://minio.012140.xyz/jlpt/n5-vocabulary/0469_ほんとう.mp3
毎朝,まいあさ,every morning,https://minio.012140.xyz/jlpt/n5-vocabulary/0470_まいあさ.mp3
毎月,まいげつ/まいつき,every month,https://minio.012140.xyz/jlpt/n5-vocabulary/0471_まいげつまいつき.mp3
毎週,まいしゅう,every week,https://minio.012140.xyz/jlpt/n5-vocabulary/0472_まいしゅう.mp3
毎日,まいにち,every day,https://minio.012140.xyz/jlpt/n5-vocabulary/0473_まいにち.mp3
毎年,まいねん/まいとし,every year,https://minio.012140.xyz/jlpt/n5-vocabulary/0474_まいねんまいとし.mp3
毎晩,まいばん,every night,https://minio.012140.xyz/jlpt/n5-vocabulary/0475_まいばん.mp3
前,まえ,before,https://minio.012140.xyz/jlpt/n5-vocabulary/0476_まえ.mp3
曲る,まがる,"to turn,to bend",https://minio.012140.xyz/jlpt/n5-vocabulary/0477_まがる.mp3
,まずい,unpleasant,https://minio.012140.xyz/jlpt/n5-vocabulary/0478_まずい.mp3
,また,"again,and",https://minio.012140.xyz/jlpt/n5-vocabulary/0479_また.mp3
,まだ,"yet,still",https://minio.012140.xyz/jlpt/n5-vocabulary/0480_まだ.mp3
町,まち,"town,city",https://minio.012140.xyz/jlpt/n5-vocabulary/0481_まち.mp3
待つ,まつ,to wait,https://minio.012140.xyz/jlpt/n5-vocabulary/0482_まつ.mp3
窓,まど,window,https://minio.012140.xyz/jlpt/n5-vocabulary/0483_まど.mp3
丸い/円い,まるい,"round,circular",https://minio.012140.xyz/jlpt/n5-vocabulary/0484_まるい.mp3
万,まん,ten thousand,https://minio.012140.xyz/jlpt/n5-vocabulary/0485_まん.mp3
万年筆,まんねんひつ,fountain pen,https://minio.012140.xyz/jlpt/n5-vocabulary/0486_まんねんひつ.mp3
磨く,みがく,"to brush teeth, to polish",https://minio.012140.xyz/jlpt/n5-vocabulary/0487_みがく.mp3
右,みぎ,right side,https://minio.012140.xyz/jlpt/n5-vocabulary/0488_みぎ.mp3
短い,みじかい,short,https://minio.012140.xyz/jlpt/n5-vocabulary/0489_みじかい.mp3
水,みず,water,https://minio.012140.xyz/jlpt/n5-vocabulary/0490_みず.mp3
店,みせ,shop,https://minio.012140.xyz/jlpt/n5-vocabulary/0491_みせ.mp3
見せる,みせる,to show,https://minio.012140.xyz/jlpt/n5-vocabulary/0492_みせる.mp3
道,みち,street,https://minio.012140.xyz/jlpt/n5-vocabulary/0493_みち.mp3
三日,みっか,"three days, third day of the month",https://minio.012140.xyz/jlpt/n5-vocabulary/0494_みっか.mp3
三つ,みっつ,three,https://minio.012140.xyz/jlpt/n5-vocabulary/0495_みっつ.mp3
緑,みどり,green,https://minio.012140.xyz/jlpt/n5-vocabulary/0496_みどり.mp3
皆さん,みなさん,everyone,https://minio.012140.xyz/jlpt/n5-vocabulary/0497_みなさん.mp3
南,みなみ,south,https://minio.012140.xyz/jlpt/n5-vocabulary/0498_みなみ.mp3
耳,みみ,ear,https://minio.012140.xyz/jlpt/n5-vocabulary/0499_みみ.mp3
見る,観る,"みる to see, to watch",https://minio.012140.xyz/jlpt/n5-vocabulary/0500_観る.mp3
,みんな,everyone,https://minio.012140.xyz/jlpt/n5-vocabulary/0501_みんな.mp3
六日,むいか,"six days, sixth day of the month",https://minio.012140.xyz/jlpt/n5-vocabulary/0502_むいか.mp3
向こう,むこう,over there,https://minio.012140.xyz/jlpt/n5-vocabulary/0503_むこう.mp3
難しい,むずかしい,difficult,https://minio.012140.xyz/jlpt/n5-vocabulary/0504_むずかしい.mp3
六つ,むっつ,six,https://minio.012140.xyz/jlpt/n5-vocabulary/0505_むっつ.mp3
村,むら,village,https://minio.012140.xyz/jlpt/n5-vocabulary/0506_むら.mp3
目,め,eye,https://minio.012140.xyz/jlpt/n5-vocabulary/0507_め.mp3
眼鏡,めがね,glasses,https://minio.012140.xyz/jlpt/n5-vocabulary/0508_めがね.mp3
,もう,already,https://minio.012140.xyz/jlpt/n5-vocabulary/0509_もう.mp3
もう一度,もういちど,again,https://minio.012140.xyz/jlpt/n5-vocabulary/0510_もういちど.mp3
木曜日,もくようび,Thursday,https://minio.012140.xyz/jlpt/n5-vocabulary/0511_もくようび.mp3
持つ,もつ,to hold,https://minio.012140.xyz/jlpt/n5-vocabulary/0512_もつ.mp3
,もっと,more,https://minio.012140.xyz/jlpt/n5-vocabulary/0513_もっと.mp3
物,もの,thing,https://minio.012140.xyz/jlpt/n5-vocabulary/0514_もの.mp3
門,もん,gate,https://minio.012140.xyz/jlpt/n5-vocabulary/0515_もん.mp3
問題,もんだい,problem,https://minio.012140.xyz/jlpt/n5-vocabulary/0516_もんだい.mp3
八百屋,やおや,greengrocer,https://minio.012140.xyz/jlpt/n5-vocabulary/0517_やおや.mp3
野菜,やさい,vegetable,https://minio.012140.xyz/jlpt/n5-vocabulary/0518_やさい.mp3
易しい,やさしい,"easy, simple",https://minio.012140.xyz/jlpt/n5-vocabulary/0519_やさしい.mp3
安い,やすい,cheap,https://minio.012140.xyz/jlpt/n5-vocabulary/0520_やすい.mp3
休み,やすみ,"rest,holiday",https://minio.012140.xyz/jlpt/n5-vocabulary/0521_やすみ.mp3
休む,やすむ,to rest,https://minio.012140.xyz/jlpt/n5-vocabulary/0522_やすむ.mp3
八つ,やっつ,eight,https://minio.012140.xyz/jlpt/n5-vocabulary/0523_やっつ.mp3
山,やま,mountain,https://minio.012140.xyz/jlpt/n5-vocabulary/0524_やま.mp3
夕方,ゆうがた,evening,https://minio.012140.xyz/jlpt/n5-vocabulary/0525_ゆうがた.mp3
夕飯,ゆうはん,dinner,https://minio.012140.xyz/jlpt/n5-vocabulary/0526_ゆうはん.mp3
郵便局,ゆうびんきょく,post office,https://minio.012140.xyz/jlpt/n5-vocabulary/0527_ゆうびんきょく.mp3
昨夜,ゆうべ,last night,https://minio.012140.xyz/jlpt/n5-vocabulary/0528_ゆうべ.mp3
有名,ゆうめい,famous,https://minio.012140.xyz/jlpt/n5-vocabulary/0529_ゆうめい.mp3
雪,ゆき,snow,https://minio.012140.xyz/jlpt/n5-vocabulary/0530_ゆき.mp3
行く,ゆく,to go,https://minio.012140.xyz/jlpt/n5-vocabulary/0531_ゆく.mp3
,ゆっくりと,slowly,https://minio.012140.xyz/jlpt/n5-vocabulary/0532_ゆっくりと.mp3
八日,ようか,"eight days, eighth day of the month",https://minio.012140.xyz/jlpt/n5-vocabulary/0533_ようか.mp3
洋服,ようふく,western-style clothes,https://minio.012140.xyz/jlpt/n5-vocabulary/0534_ようふく.mp3
横,よこ,"beside,side,width",https://minio.012140.xyz/jlpt/n5-vocabulary/0535_よこ.mp3
四日,よっか,"four days, fouth day of the month",https://minio.012140.xyz/jlpt/n5-vocabulary/0536_よっか.mp3
四つ,よっつ,four,https://minio.012140.xyz/jlpt/n5-vocabulary/0537_よっつ.mp3
呼ぶ,よぶ,"to call out,to invite",https://minio.012140.xyz/jlpt/n5-vocabulary/0538_よぶ.mp3
読む,よむ,to read,https://minio.012140.xyz/jlpt/n5-vocabulary/0539_よむ.mp3
夜,よる,"evening,night",https://minio.012140.xyz/jlpt/n5-vocabulary/0540_よる.mp3
弱い,よわい,weak,https://minio.012140.xyz/jlpt/n5-vocabulary/0541_よわい.mp3
来月,らいげつ,next month,https://minio.012140.xyz/jlpt/n5-vocabulary/0542_らいげつ.mp3
来週,らいしゅう,next week,https://minio.012140.xyz/jlpt/n5-vocabulary/0543_らいしゅう.mp3
来年,らいねん,next year,https://minio.012140.xyz/jlpt/n5-vocabulary/0544_らいねん.mp3
,りっぱ,splendid,https://minio.012140.xyz/jlpt/n5-vocabulary/0545_りっぱ.mp3
留学生,りゅうがくせい,overseas student,https://minio.012140.xyz/jlpt/n5-vocabulary/0546_りゅうがくせい.mp3
両親,りょうしん,both parents,https://minio.012140.xyz/jlpt/n5-vocabulary/0547_りょうしん.mp3
料理,りょうり,cuisine,https://minio.012140.xyz/jlpt/n5-vocabulary/0548_りょうり.mp3
旅行,りょこう,travel,https://minio.012140.xyz/jlpt/n5-vocabulary/0549_りょこう.mp3
零,れい,zero,https://minio.012140.xyz/jlpt/n5-vocabulary/0550_れい.mp3
冷蔵庫,れいぞうこ,refrigerator,https://minio.012140.xyz/jlpt/n5-vocabulary/0551_れいぞうこ.mp3
練習,れんしゅうする,to practice,https://minio.012140.xyz/jlpt/n5-vocabulary/0552_れんしゅうする.mp3
廊下,ろうか,corridor,https://minio.012140.xyz/jlpt/n5-vocabulary/0553_ろうか.mp3
六,ろく,six,https://minio.012140.xyz/jlpt/n5-vocabulary/0554_ろく.mp3
若い,わかい,young,https://minio.012140.xyz/jlpt/n5-vocabulary/0555_わかい.mp3
分かる,わかる,to be understood,https://minio.012140.xyz/jlpt/n5-vocabulary/0556_わかる.mp3
忘れる,わすれる,to forget,https://minio.012140.xyz/jlpt/n5-vocabulary/0557_わすれる.mp3
私,わたくし,"(humble) I,myself",https://minio.012140.xyz/jlpt/n5-vocabulary/0558_わたくし.mp3
私,わたし,"I,myself",https://minio.012140.xyz/jlpt/n5-vocabulary/0559_わたし.mp3
渡す,わたす,to hand over,https://minio.012140.xyz/jlpt/n5-vocabulary/0560_わたす.mp3
渡る,わたる,to go across,https://minio.012140.xyz/jlpt/n5-vocabulary/0561_わたる.mp3
悪い,わるい,bad,https://minio.012140.xyz/jlpt/n5-vocabulary/0562_わるい.mp3
